word,count_in_spam,count_in_nonspam,P(word),P(non-spam),P(spam),P(word|spam),P(word|nonspam),P(spam|word),P(non_spam|word)
exploit,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
algebra,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hund,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mumma,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
teleinsurance,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
deirde,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
discourage,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
cathey,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
intimately,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sullivan,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
nimbalkar,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
uprzejmie,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
massachvsetts,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
balasaheb,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
digitals,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
allan,0,29,2.2e-05,0.761173,0.238827,0.0,2.8e-05,0.0,0.958102
iah,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
hng,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ragin,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
werner,0,22,1.7e-05,0.761173,0.238827,0.0,2.1e-05,0.0,0.958102
enoc,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
organizowac,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
alongwith,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
expensed,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
constitutionality,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
suliyono,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
generically,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pnance,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
informally,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
volcano,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
glassford,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
riskmetrics,0,22,1.7e-05,0.761173,0.238827,0.0,2.1e-05,0.0,0.958102
silica,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
tartakowski,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
exl,0,21,1.6e-05,0.761173,0.238827,0.0,2e-05,0.0,0.958102
knell,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
ecompany,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bookmarks,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
accomplishemnts,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
venue,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
schoene,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
calculus,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
golnaraghi,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
trzecim,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
twisting,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
ctg,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
peco,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
remind,0,34,2.6e-05,0.761173,0.238827,0.0,3.3e-05,0.0,0.958102
wizyt,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
statistica,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
burnertip,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rested,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
haynes,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
julian,0,35,2.7e-05,0.761173,0.238827,0.0,3.4e-05,0.0,0.958102
zastanawia,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
eviews,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
seremak,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
pub,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
carlo,0,94,7.2e-05,0.761173,0.238827,0.0,9.1e-05,0.0,0.958102
surpassed,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
zawiera,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
finansowania,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
brittonk,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
brien,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
invokes,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pone,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
thrilled,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
sidebar,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
noce,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lucia,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
spark,0,17,1.3e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
gordian,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
ferlic,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
convincing,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
freeway,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
vsabo,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
oxan,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
assessing,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
subsidary,0,18,1.4e-05,0.761173,0.238827,0.0,1.7e-05,0.0,0.958102
odpowiedz,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
renewable,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
maneuvering,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bibi,0,25,1.9e-05,0.761173,0.238827,0.0,2.4e-05,0.0,0.958102
mystic,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
poczta,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gossett,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vincenty,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bytestream,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
openness,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
knott,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dailies,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mpl,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ipsec,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
stoo,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
admired,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
moge,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
hmo,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
fueled,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wis,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
nonexistent,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
toned,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
purpa,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
whilst,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
aproximately,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
flaws,0,19,1.5e-05,0.761173,0.238827,0.0,1.8e-05,0.0,0.958102
lok,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
overseer,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
assesses,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
cobank,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
dahl,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
herasimchuk,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
shuttle,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
lifters,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
asserted,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
audiovisual,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
lehoczky,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rotated,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
dannysullivan,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wesley,0,17,1.3e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
kip,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
fob,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
shnabhogue,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vols,0,32,2.5e-05,0.761173,0.238827,0.0,3.1e-05,0.0,0.958102
nnpm,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
daron,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
jhenders,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
qing,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
erac,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
gracious,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
swept,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
southwestern,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
libraries,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
formly,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
enymex,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
kolegow,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
icf,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
payloads,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hundsturm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
deakin,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
eastward,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
interrupt,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
yao,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
tailed,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mauritius,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
regionow,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
squeezing,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
coleman,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
heavily,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
landry,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
minefield,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
intimated,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ashleybaxter,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
hermans,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cshirley,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
strengths,0,18,1.4e-05,0.761173,0.238827,0.0,1.7e-05,0.0,0.958102
wes,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
fortran,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
yong,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
aus,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
bailey,0,25,1.9e-05,0.761173,0.238827,0.0,2.4e-05,0.0,0.958102
uda,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
steathis,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reconsidered,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
yall,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
spruiell,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
duplexing,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
ngx,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vetted,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
leibert,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
unleaded,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
eisel,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
tailor,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
ritwik,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
ameriflash,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
pressrelease,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
techy,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sb,0,21,1.6e-05,0.761173,0.238827,0.0,2e-05,0.0,0.958102
chronicle,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
xcbl,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
mozliwosci,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
instituted,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
trainer,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
demarcation,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
derivation,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
rl,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
godziny,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
disruption,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
khleif,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
pavlou,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bhandara,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
schuler,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
tor,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
emanating,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
wessex,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
finnels,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
columbus,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
shu,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
prosze,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
gleason,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mute,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sawdust,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gutierrez,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
tulika,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
wilton,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
novak,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
refuses,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
quantitive,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
atss,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
maddox,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
lcunningham,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
helyette,0,40,3.1e-05,0.761173,0.238827,0.0,3.9e-05,0.0,0.958102
similarly,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
ruane,0,28,2.2e-05,0.761173,0.238827,0.0,2.7e-05,0.0,0.958102
hotelu,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
daunting,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
adhesive,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
formatting,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
enw,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
fransisco,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
requesters,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
meridien,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dll,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
thankyou,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
projekt,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
assurances,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
unknowable,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lynnette,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reconfirmation,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
tabbachino,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dsp,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mshow,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
odpadna,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
eklavya,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
allied,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
derecskey,0,43,3.3e-05,0.761173,0.238827,0.0,4.2e-05,0.0,0.958102
onshore,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
ahamer,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
jolyon,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
charlene,0,52,4e-05,0.761173,0.238827,0.0,5e-05,0.0,0.958102
cartier,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reedy,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
cokes,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pent,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lunches,0,22,1.7e-05,0.761173,0.238827,0.0,2.1e-05,0.0,0.958102
targetted,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
gebeten,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
manzoor,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reviewmeister,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
serv,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
softel,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
apo,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
finnally,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dartmouth,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
hauled,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
boudreau,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
guardia,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
minded,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
hagelmann,0,29,2.2e-05,0.761173,0.238827,0.0,2.8e-05,0.0,0.958102
scheduler,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
koo,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
chairing,0,16,1.2e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
keyboards,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
propogate,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
elyse,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
candace,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
nath,0,39,3e-05,0.761173,0.238827,0.0,3.8e-05,0.0,0.958102
underwriters,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
muschar,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
staircase,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
stoimy,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
primitive,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gorsuch,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
counterbalance,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
siddiqi,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
marcinkowski,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
quantative,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cryogenic,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vernon,0,67,5.2e-05,0.761173,0.238827,0.0,6.5e-05,0.0,0.958102
coburn,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
unsustainable,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
calme,0,21,1.6e-05,0.761173,0.238827,0.0,2e-05,0.0,0.958102
requester,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
arranged,0,49,3.8e-05,0.761173,0.238827,0.0,4.7e-05,0.0,0.958102
lubbock,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
unearths,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
heogh,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bridging,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
offend,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shikhar,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
norway,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
peacemaking,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
moglaby,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
readily,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
disappointing,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
tulsa,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
timeit,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
excuteables,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mentality,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
consequent,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
moffett,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
organizational,0,59,4.5e-05,0.761173,0.238827,0.0,5.7e-05,0.0,0.958102
switchable,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
stalker,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
abr,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sungard,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
metode,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bailiwick,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
accelerate,0,18,1.4e-05,0.761173,0.238827,0.0,1.7e-05,0.0,0.958102
ddsep,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cheryl,0,22,1.7e-05,0.761173,0.238827,0.0,2.1e-05,0.0,0.958102
onza,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
inordinate,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
approving,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
jakies,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
divulge,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
lauren,0,29,2.2e-05,0.761173,0.238827,0.0,2.8e-05,0.0,0.958102
appropriations,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
quantitative,0,153,0.000118,0.761173,0.238827,0.0,0.000148,0.0,0.958102
minas,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
billingl,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sysadmin,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
lidia,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
jbm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
takeover,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rozmawialem,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reused,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rescheduled,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
epenergy,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
expereince,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
chillers,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
energetyka,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
phenomenology,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
